Price,Close,High,Low,Open,Volume
2010-09-21,12.772746086120605,12.93493750232556,12.659560954682236,12.678716017841026,178473348
2010-09-22,12.835930824279785,12.88020853842458,12.728466810845955,12.75782033688658,101382516
2010-09-23,12.77324390411377,12.92772248434929,12.71901420013367,12.801353670435208,92603304
2010-09-24,13.116778373718262,13.130211375573118,12.892149574246572,12.978718019086502,134141724
2010-09-27,13.1943941116333,13.35459382185154,13.155586286643485,13.155586286643485,124171704
2010-09-28,13.11379337310791,13.273496315577557,12.896876459268125,13.27076041974182,146041812
2010-09-29,13.126729011535645,13.257327751453907,13.05260007315807,13.130709616838313,86801112
2010-09-30,13.079466819763184,13.230710870064502,12.908569062909065,13.163297481082118,129634236
2010-10-01,13.075237274169922,13.199616260714084,13.010062089883759,13.184192481447806,88911000
2010-10-04,12.993894577026367,13.140661284885777,12.906828423970659,13.058571126052703,77542380
2010-10-05,13.388920783996582,13.432951074982068,13.09837072770686,13.143894101160203,140143716
2010-10-06,13.292403221130371,13.431708299602295,13.182700993227648,13.414544011889548,110381508
2010-10-07,13.184442520141602,13.363299594054151,13.162800880557409,13.338672737287839,95736168
2010-10-08,13.342154502868652,13.373249487733377,13.124989198981243,13.253100422865234,114253632
2010-10-11,13.404094696044922,13.547380373848878,13.362552874592646,13.395139992924541,104946948
2010-10-12,13.467528343200684,13.581957238286337,13.377975624608048,13.435936613402665,149993856
2010-10-13,13.515040397644043,13.619269871390138,13.490911238448247,13.607081579252458,122101776
2010-10-14,13.456086158752441,13.563549231797,13.361059752009382,13.53693254761778,265098636
2010-10-15,14.961570739746094,14.966297412224817,14.716544057921931,14.907341984737508,592399008
2010-10-18,15.366052627563477,15.415307287035153,14.939183652086795,14.939183652086795,283644072
2010-10-19,15.120279312133789,15.294161326439392,14.996646395811432,15.145652234209056,183332484
2010-10-20,15.124011039733887,15.357843876962347,15.11207111958043,15.127990697122074,140862996
2010-10-21,15.223764419555664,15.323515611396465,15.074757616583712,15.211823550434296,116703180
2010-10-22,15.237196922302246,15.294162525888972,15.175504645844653,15.222021515299263,90153756
2010-10-25,15.335953712463379,15.540930726293512,15.29789385226695,15.313316684426352,126209664
2010-10-26,15.388192176818848,15.453615735952756,15.199882710342695,15.251375572340226,100415484
2010-10-27,15.335206985473633,15.423019197746621,15.232221262786725,15.31779432526603,89586324
2010-10-28,15.3876953125,15.447894504249794,15.25635050105901,15.424262088717517,87284628
2010-10-29,15.266301155090332,15.3981427175773,15.24863917306125,15.350132765460888,91040868
2010-11-01,15.298639297485352,15.439436505969944,15.204359904680178,15.31679897299289,123360516
2010-11-02,15.313565254211426,15.42302005930058,15.28819232975091,15.389934296677882,79824096
2010-11-03,15.427495956420898,15.468541032986666,15.261325821400378,15.360829583129194,135084780
2010-11-04,15.529236793518066,15.66978656960612,15.475256411961176,15.53844176533004,142689168
2010-11-05,15.549388885498047,15.559587350709458,15.450631187797352,15.502124052024298,70557372
2010-11-08,15.591426849365234,15.659089554504776,15.500879693058359,15.52301807699004,83967948
2010-11-09,15.542920112609863,15.69292134722423,15.435705409857679,15.671777402378789,89398512
2010-11-10,15.494660377502441,15.497645594335934,15.361076427150675,15.474759247942114,99780120
2010-11-11,15.353116989135742,15.419286613195327,15.278987102422457,15.415555328950363,90373536
2010-11-12,15.007343292236328,15.345903313569085,14.955601109240085,15.273514879982432,135584280
2010-11-15,14.81281566619873,15.025005930404205,14.777490753696995,15.002119581006225,139016844
2010-11-16,14.520523071289062,14.873012831522082,14.51380657001764,14.745400255353985,132163704
2010-11-17,14.5162935256958,14.66430493063868,14.462064767924478,14.552364503830178,97602300
2010-11-18,14.83992862701416,14.92500399183826,14.640922064266102,14.651867543715854,103496400
2010-11-19,14.697391510009766,14.873014049806981,14.68520226788952,14.850875663492305,91808100
2010-11-22,14.707091331481934,14.762316425109711,14.496393213560342,14.613807327307864,87376536
2010-11-23,14.502861022949219,14.652116184736856,14.383207762040504,14.602364780137272,86417496
2010-11-24,14.80037784576416,14.840925231464201,14.60336108291704,14.609828263905671,95760144
2010-11-26,14.676743507385254,14.750873396476106,14.602115924114667,14.688185733574578,52391556
2010-11-29,14.48047161102295,14.671767225811324,14.42673960391557,14.656095074408727,114273612
2010-11-30,13.823751449584961,14.286689506245184,13.764049004485885,14.286689506245184,284411304
2010-12-01,14.038678169250488,14.218281297929385,13.990169578411937,14.00509566328106,150013836
2010-12-02,14.224501609802246,14.262064725040279,14.063554885196769,14.145894363801398,101814084
2010-12-03,14.253853797912598,14.340421299202278,14.129474811834323,14.165544841035578,105142752
2010-12-06,14.387187957763672,14.47773701534583,14.34365630660029,14.442164679146904,83668248
2010-12-07,14.605599403381348,14.751371664322233,14.577241261911714,14.708336757918692,121566312
2010-12-08,14.690176963806152,14.73943162532,14.519777847271499,14.725749300905015,70205724
2010-12-09,14.714056015014648,14.815548647256202,14.651866999708625,14.773260761480511,74681244
2010-12-10,14.731719017028809,14.775998630410713,14.683957440428857,14.754852790078084,68119812
2010-12-13,14.791668891906738,15.000128806423273,14.778485210314077,14.853858859537555,95844060
2010-12-14,14.798884391784668,14.882964373064354,14.738435878302214,14.85311314996314,65666268
2010-12-15,14.684206008911133,14.837192459116789,14.65559854759092,14.781222245914458,86621292
2010-12-16,14.719281196594238,14.770524735694693,14.62873214240391,14.74763933605684,63812124
2010-12-17,14.69664478302002,14.740425755455188,14.618782660810764,14.701619828888408,123360516
2010-12-20,14.802614212036133,14.872764441679598,14.643408958366168,14.792415747590606,78853068
2010-12-21,15.001871109008789,15.04291618660602,14.866048940090257,14.889929729746628,75104820
2010-12-22,15.0620698928833,15.099633006041046,15.007095067143073,15.025005421900019,48251700
2010-12-23,15.03072738647461,15.074757682571683,14.976000930732717,15.0583404094414,44387568
2010-12-27,14.984705924987793,15.019531242793946,14.913063564835237,14.993660627513842,48275676
2010-12-28,14.898636817932129,15.0217720491508,14.875998842079284,14.976497045434048,42549408
2010-12-29,14.950377464294434,14.985452105648307,14.898636230069334,14.975253641049669,40727232
2010-12-30,14.897143363952637,14.958586317484714,14.860576587537158,14.87575009810948,39540420
2010-12-31,14.775500297546387,14.886197911335035,14.727241973754307,14.844405819943571,61510428
2011-01-03,15.033710479736328,15.064557088750753,14.837937511482693,14.837937511482693,94513392
2011-01-04,14.978238105773926,15.07923494864463,14.928486699602443,15.065304251560164,72907020
2011-01-05,15.15112590789795,15.182470213790351,14.926745460705282,14.927243154892118,101190708
2011-01-06,15.26132583618164,15.383963371811124,15.17550439855091,15.191175603515823,82229688
2011-01-07,15.334460258483887,15.379485940363644,15.177495096604893,15.32127657653379,83963952
2011-01-10,15.278986930847168,15.308340458302371,15.138438100576261,15.293662746585897,63104832
2011-01-11,15.323763847351074,15.393167063240094,15.286201682878923,15.366052684514797,57514428
2011-01-12,15.3451566696167,15.406848941951488,15.292917742391896,15.406848941951488,65242692
2011-01-13,15.340679168701172,15.41480905441764,15.277742187580204,15.347644042933673,53306640
2011-01-14,15.526998519897461,15.529236721581023,15.350379664555277,15.358339926959713,94529376
2011-01-18,15.911332130432129,15.970039187548558,15.554113793953611,15.573765604023752,144535320
2011-01-19,15.715310096740723,15.994167674824723,15.663319540150669,15.973272102949407,136107756
2011-01-20,15.591426849365234,15.773270073181232,15.504859350307758,15.726751311655454,219212568
2011-01-21,15.219783782958984,15.963571190807677,15.208092234961612,15.91008944493727,355819824
2011-01-24,15.20112419128418,15.236199778141131,14.956098465356355,15.113810627720053,183784032
2011-01-25,15.420778274536133,15.44018171040569,15.087691014715917,15.129482155368335,145726128
2011-01-26,15.335953712463379,15.484960510943873,15.30560479435218,15.431228497495294,81442476
2011-01-27,15.343167304992676,15.415555738048246,15.25510671930124,15.370531004837478,80687232
2011-01-28,14.950128555297852,15.431973284694083,14.919531266620933,15.399882913551366,169074756
2011-01-31,14.934456825256348,15.036696479480586,14.814804511027932,15.015054841020469,112083804
2011-02-01,15.200130462646484,15.257593756496863,15.002865352927307,15.037192978201427,109702188
2011-02-02,15.224011421203613,15.282220782954019,15.112816116481113,15.199135244767731,70357572
2011-02-03,15.17799186706543,15.210330613242364,15.077990411411792,15.161324325797207,59744196
2011-02-04,15.198638916015625,15.210081142219941,15.0899311311522,15.17799171744644,61969968
2011-02-07,15.280978202819824,15.382968536987386,15.154607490033097,15.178239905407432,71912016
2011-02-08,15.382719993591309,15.413814979185705,15.286450767589155,15.296899501811327,67728204
2011-02-09,15.335953712463379,15.409337536758622,15.232470291149683,15.34515773713826,73626300
2011-02-10,15.334460258483887,15.360829518361927,15.213066484957052,15.271275848786907,93282624
2011-02-11,15.53495979309082,15.547398355649412,15.248887074076961,15.268539832281531,103492404
2011-02-14,15.625757217407227,15.662822638243785,15.424014736176277,15.506104893262673,85034880
2011-02-15,15.526251792907715,15.674014818275472,15.500132803525972,15.605109299176988,83596320
2011-02-16,15.527994155883789,15.584710433927063,15.475256587122917,15.563068796040957,67292640
2011-02-17,15.553865432739258,15.603368465582307,15.429984138079003,15.454113299781719,59092848
2011-02-18,15.67376708984375,15.701129841750038,15.526999446754383,15.572273501131479,128587284
2011-02-22,15.179484367370605,15.54565645122896,15.118786534849459,15.423764040009354,145450404
2011-02-23,15.207096099853516,15.29117702964857,15.025005438974947,15.182470191525036,115468416
2011-02-24,15.144906997680664,15.25112726028592,14.959084105390245,15.208837474526062,108359532
2011-02-25,15.175253868103027,15.291672587088616,15.161821814055939,15.220528867696148,77218704
2011-02-28,15.258838653564453,15.335705389497916,15.124756992608447,15.174260975520554,91168740
2011-03-01,14.94440746307373,15.403616144061845,14.908088111240614,15.367794486416251,132795072
2011-03-02,14.945154190063477,15.074756597961304,14.805849115668432,14.920526386162036,80986932
2011-03-03,15.163313865661621,15.21132476081993,15.04987941620259,15.084208936320424,77734188
2011-03-04,14.940924644470215,15.14888685981399,14.930475911097135,15.132716065595337,120319560
2011-03-07,14.718037605285645,15.017294018835047,14.60211656780965,14.939184468840898,138369492
2011-03-08,14.734206199645996,14.875251776414464,14.681717951618543,14.74962903065233,91304604
2011-03-09,14.720773696899414,14.788934099320617,14.571020837232167,14.701619581031258,85953960
2011-03-10,14.435447692871094,14.592662169928817,14.414302800741497,14.563309590013608,124998876
2011-03-11,14.346144676208496,14.42798646039922,14.262064690047769,14.38370684336539,121158720
2011-03-14,14.178977012634277,14.385446136384076,14.129971677927546,14.248877917186752,112531356
2011-03-15,14.168280601501465,14.204102257271556,13.818525792534345,13.868278144881076,160063776
2011-03-16,13.85832691192627,14.1740024642708,13.713551000340496,14.129722852341308,151788060
2011-03-17,13.964298248291016,14.154349152671024,13.943900372666036,14.0419110416773,115856028
2011-03-18,13.956836700439453,14.129226585543886,13.924001208983059,14.045891725496618,131812056
2011-03-21,14.340920448303223,14.42301155439197,14.154850118469014,14.184700395604212,120715164
2011-03-22,14.361316680908203,14.408829883350565,14.241664369003427,14.360072919503487,75400524
2011-03-23,14.481718063354492,14.488931311260068,14.228978521875424,14.308332780737302,72575352
2011-03-24,14.599379539489746,14.63669238188732,14.398132875696655,14.563060189440563,83864052
2011-03-25,14.421517372131348,14.599876745968361,14.409078809617778,14.599131626683576,114221664
2011-03-28,14.312561988830566,14.55211595587093,14.296392141084818,14.47947819754165,88647264
2011-03-29,14.471019744873047,14.475000350132666,14.254102827917677,14.328481086566041,64127808
2011-03-30,14.47375774383545,14.564802602050174,14.442413437379685,14.536941206975925,56835108
2011-03-31,14.596145629882812,14.630970948691507,14.47126800517271,14.502612308882712,81094824
2011-04-01,14.721519470214844,14.805848769751854,14.645897448615775,14.645897448615775,104423472
2011-04-04,14.61903190612793,14.794654437131909,14.505099753974442,14.751371159105698,82097820
2011-04-05,14.15658950805664,14.46504993133451,14.071762512459662,14.454851466647792,241658100
2011-04-06,14.283207893371582,14.307585428596298,14.129475373255442,14.233456486561225,106625268
2011-04-07,14.427985191345215,14.44390571679123,14.283455752916375,14.321764932015988,101158740
2011-04-08,14.38221263885498,14.549627478782993,14.379726063967487,14.549627478782993,75995928
2011-04-11,14.36256217956543,14.380720907474386,14.253854393255029,14.333457023509009,74253672
2011-04-12,14.194401741027832,14.351119483816051,14.130718686711951,14.303606277178185,83340576
2011-04-13,14.33544635772705,14.368282797069881,14.22275891778588,14.316292242104847,82693224
2011-04-14,14.390920639038086,14.414303734445095,14.231467001899937,14.308332789822034,218033748
2011-04-15,13.201606750488281,13.57598749029423,13.185686224245561,13.56454526379967,561186252
2011-04-18,13.105586051940918,13.125984878170103,12.91056007718374,13.09513826572139,201390408
2011-04-19,12.973493576049805,13.20608263643401,12.95782237263749,13.182947916932823,107256636
2011-04-20,13.077973365783691,13.105088692455732,12.970012597237785,13.082202344292378,122277600
2011-04-21,13.062301635742188,13.141405618814124,12.994887303397206,13.121753809587801,98705196
2011-04-25,13.061058044433594,13.109565690954657,12.985435070010052,13.066033090436887,65166768
2011-04-26,13.25434398651123,13.36926963888429,13.065038170559193,13.09762623983171,139860000
2011-04-27,13.377227783203125,13.385935060630711,13.292401742460566,13.383198216870946,91844064
2011-04-28,13.382454872131348,13.414295925263334,13.285687003233114,13.384693074061936,79920000
2011-04-29,13.534941673278809,13.534941673278809,13.395885923353338,13.432951340855714,168970860
2011-05-02,13.39712905883789,13.575489367684128,13.361307404429226,13.57474235247588,85262652
2011-05-03,13.280961036682129,13.48295283231236,13.17498914491532,13.361559056452172,83176740
2011-05-04,13.328225135803223,13.408076141572712,13.25931866253455,13.31280230347271,84595320
2011-05-05,13.290412902832031,13.418523175215649,13.221507381417224,13.280214438211878,79832088
2011-05-06,13.316035270690918,13.469270094399336,13.31305005360713,13.386931569461398,82161756
2011-05-09,13.375239372253418,13.395389825015222,13.211556759098956,13.308572050533725,77870052
2011-05-10,13.499120712280273,13.543151003312332,13.37175651168735,13.432951089190286,81634284
2011-05-11,13.3197660446167,13.52126013214517,13.275985074373002,13.436434087552875,93458448
2011-05-12,13.309816360473633,13.356831870199036,13.206829689840735,13.314542085163241,57874068
2011-05-13,13.172999382019043,13.33145857827886,13.160560819061004,13.29887145826647,84263652
2011-05-16,12.896130561828613,13.116282980712576,12.845882408210258,13.092402191394585,118209672
2011-05-17,13.195635795593262,13.214541538259294,12.811802673217754,12.821752764729696,132011856
2011-05-18,13.17946720123291,13.192402510094924,13.07722754381559,13.172750699709468,78049872
2011-05-19,13.215289115905762,13.346881356924623,13.177228307872838,13.25210521445782,98649252
2011-05-20,13.035682678222656,13.233693832809147,13.01329402741299,13.228967160795895,92607300
2011-05-23,12.8953857421875,12.935435431749713,12.771255119871928,12.850857752781701,91908000
2011-05-24,12.892149925231934,13.033942515784831,12.889414029366828,12.944638172722994,75924000
2011-05-25,12.927226066589355,13.004340224133799,12.867025927102665,12.869015755815996,52011936
2011-05-26,12.888916969299316,12.988171408373749,12.811055795999408,12.878219862417598,84655260
2011-05-27,12.957822799682617,12.979962131637901,12.843392959755478,12.897622662782883,69762168
2011-05-31,13.159815788269043,13.160560907585465,13.022501484521985,13.059814329680249,107384508
2011-06-01,13.074739456176758,13.263794983059642,13.06752526078003,13.135436340364187,118117764
2011-06-02,13.135933876037598,13.191655713896738,12.99712650155268,13.123743687143083,88091820
2011-06-03,13.012052536010742,13.124491607800664,12.972749862689056,12.985186529548054,69870060
2011-06-06,12.961803436279297,13.105088161628588,12.916776809045261,13.023494759813035,77606316
2011-06-07,12.911304473876953,13.050608588108917,12.910309085608098,13.007324366234927,76227696
2011-06-08,12.914787292480469,12.966280153023167,12.830457992755951,12.849115362105723,66069864
2011-06-09,12.854089736938477,12.935433815402073,12.826975360113558,12.935433815402073,67496436
2011-06-10,12.67448616027832,12.853093887399622,12.669013420896707,12.788168977988843,97498404
2011-06-13,12.555581092834473,12.691651626870765,12.491898990822282,12.686676581149674,96994908
2011-06-14,12.64612865447998,12.788169616448394,12.611799134105684,12.640654966836284,93566340
2011-06-15,12.51130199432373,12.645631078286932,12.453092629807449,12.563043230343121,82849068
2011-06-16,12.447122573852539,12.601351834460674,12.355081384470799,12.507819458553948,110169720
2011-06-17,12.065279006958008,12.604337751750872,12.059805318799308,12.59165081572249,209606184
2011-06-20,12.054333686828613,12.09537876465283,11.92124741328573,12.064781473111744,121022856
2011-06-21,12.263785362243652,12.28716940249295,12.058062308183574,12.11925783055001,110505384
2011-06-22,12.11478042602539,12.24761736938751,12.10781555164265,12.225229663735844,96187716
2011-06-23,11.945874214172363,12.011546143572778,11.78442981257367,11.993386468659832,191875932
2011-06-24,11.813037872314453,11.959058502306434,11.766767480906964,11.957317046652443,152071776
2011-06-27,12.010053634643555,12.149358710679552,11.781196785138437,11.791146876858459,137650212
2011-06-28,12.27995777130127,12.343639876724406,12.04040286067522,12.04040286067522,108495396
2011-06-29,12.377470016479492,12.444137335097734,12.248364357676794,12.351847772787862,93626280
2011-06-30,12.596624374389648,12.60383856939648,12.475230612575608,12.487419852969543,97038864
2011-07-01,12.96105670928955,12.964788941543432,12.596625132852925,12.605580783882244,145322532
2011-07-05,13.244890213012695,13.318523358897368,13.067277846894292,13.067277846894292,153814032
2011-07-06,13.317526817321777,13.395885681348036,13.2598151508867,13.271258324537902,107716176
2011-07-07,13.59713363647461,13.69862628255614,13.330463393945767,13.457828554732531,157262580
2011-07-08,13.233695030212402,13.37449317921844,13.116281870330479,13.25757581750872,190617192
2011-07-11,13.116530418395996,13.332950589399832,13.07225175427321,13.138919071530102,113458428
2011-07-12,13.28394603729248,13.418523493162187,13.08469014099461,13.138422153298658,113534352
2011-07-13,13.389667510986328,13.532455497370332,13.345387896746638,13.358324153483345,111496392
2011-07-14,13.157825469970703,13.482704115767747,13.102848748711455,13.411060801360035,265714020
2011-07-15,14.86629581451416,14.931719369371471,14.630970853078498,14.863310597609438,548734716
2011-07-18,14.799631118774414,14.976498378777059,14.72649660962013,14.738685852477348,178553268
2011-07-19,14.988934516906738,15.04191951080281,14.8143064352385,14.829479945084282,118581300
2011-07-20,14.809828758239746,14.9959000094617,14.809828758239746,14.979730163669501,89022888
2011-07-21,15.099384307861328,15.126000992330937,14.776495495057732,14.776993189232558,138641220
2011-07-22,15.378988265991211,15.410580944874862,15.031721911313781,15.05958330579228,140986872
2011-07-25,15.397645950317383,15.557597280774496,15.248887525315277,15.257843176863805,125138736
2011-07-26,15.485706329345703,15.6095876268153,15.353863820837145,15.374511019745054,93622284
2011-07-27,15.105104446411133,15.446649658819464,15.043661497523496,15.35286796652139,157218624
2011-07-28,15.19764232635498,15.323016694423174,15.000127903533748,15.054605978207102,124211664
2011-07-29,15.017292976379395,15.297643626726769,15.017292976379395,15.030725978947336,165330504
2011-08-01,15.093911170959473,15.311077425102683,14.905104005927512,15.204609735348535,158485356
2011-08-02,14.736445426940918,15.16605028760144,14.715798229136126,15.074756114497914,127895976
2011-08-03,14.954607009887695,15.000129438647502,14.518284673706585,14.782964132935376,152874972
2011-08-04,14.366291046142578,14.896892718511818,14.365048232785597,14.788682637459686,196387416
2011-08-05,14.404104232788086,14.67674395676112,13.980220456901945,14.49117038126219,236926836
2011-08-08,13.58270263671875,14.154349389830736,13.541159869575795,14.00459748804537,299564136
2011-08-09,14.264053344726562,14.293904567103436,13.45807602848436,13.955343604393057,258529212
2011-08-10,13.657083511352539,14.032957342194168,13.62524245815072,13.964797883930572,214569216
2011-08-11,13.983453750610352,14.141912943006387,13.642157830671056,13.776735286126438,193030776
2011-08-12,14.024250030517578,14.191664869212236,13.940418424625125,14.166788692642662,126045828
2011-08-15,13.861563682556152,14.0545998292084,13.583451215253111,13.767034964049135,285510204
2011-08-16,13.408075332641602,13.742407317644073,13.191656102891352,13.7421589445525,277298424
2011-08-17,13.262551307678223,13.524743230567067,13.203347505596872,13.43369742970088,163000836
2011-08-18,12.55931282043457,13.057077159070582,12.450107339839736,13.021754143606254,251376372
2011-08-19,12.212045669555664,12.80782259099185,12.210553534963482,12.421500981969041,216183600
2011-08-22,12.39239501953125,12.612048782679318,12.301846913789678,12.537421202167279,196039764
2011-08-23,12.906081199645996,12.970509369780475,12.414534731166396,12.524983022825502,173698128
2011-08-24,13.0172758102417,13.184192960393228,12.866529455190468,12.9187683849596,143636220
2011-08-25,12.936430931091309,13.365041390965002,12.893146702828892,13.193646881637417,131588280
2011-08-26,13.106082916259766,13.195387261664294,12.764786060062269,12.935186115071808,143708148
2011-08-29,13.410065650939941,13.419270623486616,13.2727513498647,13.297626579486195,93338568
2011-08-30,13.450364112854004,13.507329713552261,13.204342982774435,13.387925772264063,119440440
2011-08-31,13.456831932067871,13.589668872949881,13.333447388242309,13.550862000429303,107624268
2011-09-01,13.246382713317871,13.528225504352877,13.214541661790879,13.451608092614666,96523380
2011-09-02,13.05583381652832,13.13245122661277,12.953594162723025,13.046629792394619,95951952
2011-09-06,12.989665031433105,13.004092475283445,12.69911494975004,12.706577518774935,108523368
2011-09-07,13.284441947937012,13.331955149900564,13.119515584975945,13.195386925876798,110121768
2011-09-08,13.307577133178711,13.410562855222926,13.231457416535406,13.278721299078562,95124780
2011-09-09,13.056082725524902,13.29986661051323,12.965037868785378,13.219019270682777,130621248
2011-09-12,13.187178611755371,13.233696429887647,12.873245432639207,12.884688607342177,106709184
2011-09-13,13.172253608703613,13.280712078425994,13.020013216530565,13.233944938718329,94073832
2011-09-14,13.235686302185059,13.357080071820876,13.080212331865093,13.248621610622754,107668224
2011-09-15,13.496633529663086,13.556832720370355,13.297626013231882,13.32101005526483,118313568
2011-09-16,13.599123001098633,13.603102658618239,13.511061465612975,13.552355863315226,141230628
2011-09-19,13.59887409210205,13.679222792104602,13.318025727758625,13.441658655534887,98637264
2011-09-20,13.597878456115723,13.893652901197024,13.499370081452312,13.666784928156366,111052836
2011-09-21,13.413050651550293,13.806089701102914,13.404593642408877,13.624247414756375,100471428
2011-09-22,12.951852798461914,13.153844584649304,12.786179414898145,13.090908549782569,175835988
2011-09-23,13.072501182556152,13.095138210601341,12.798617696123086,12.849862186596333,110980908
2011-09-26,13.231207847595215,13.257078462313842,12.767521871235248,13.115782625649056,105262632
2011-09-27,13.416533470153809,13.6083267948523,13.334692639401196,13.388174381854537,120315564
2011-09-28,13.155336380004883,13.532951631480802,13.126978240878445,13.47026491931009,90441468
2011-09-29,13.122004508972168,13.365787455805066,12.920758775087492,13.334444096581802,116147736
2011-09-30,12.812050819396973,13.034938174054792,12.795631651910822,12.940657835486663,108835056
2011-10-03,12.326475143432617,12.736429187802333,12.313539833739789,12.682946493266584,178797024
2011-10-04,12.48518180847168,12.523491936516576,11.955327103990484,12.18990601309129,166185648
2011-10-05,12.554834365844727,12.631950420258903,11.959556101412977,12.347121462275622,181182636
2011-10-06,12.803842544555664,12.816777853254493,12.502595368170905,12.624486834435954,136835028
2011-10-07,12.814041137695312,12.947873473632251,12.694139498954005,12.856579296563117,114121764
2011-10-10,13.362553596496582,13.37001616549636,13.015037911908646,13.064292573687279,92795112
2011-10-11,13.512057304382324,13.60210867162945,13.27026418834429,13.27026418834429,114021864
2011-10-12,13.644396781921387,13.811811634865247,13.548127553544818,13.635192756965372,126984888
2011-10-13,13.905343055725098,13.905591428802348,13.632454986958026,13.682455710570373,227276496
2011-10-14,14.718534469604492,14.915551211176181,14.61629481449991,14.912317621031054,340854804
2011-10-17,14.487935066223145,14.722265581131952,14.378231902843691,14.52052218225267,160167672
2011-10-18,14.689430236816406,14.740425403739529,14.363306887231415,14.432711050612816,151879968
2011-10-19,14.445398330688477,14.727987192738723,14.408582232871408,14.610574024669585,117142740
2011-10-20,14.519278526306152,14.649131201687123,14.41579511013218,14.475249181904763,135024840
2011-10-21,14.688932418823242,14.745151952102967,14.594653027488167,14.664554884453079,135504360
2011-10-24,14.836444854736328,14.924754758088767,14.589677663473806,14.595150403230702,136938924
2011-10-25,14.506592750549316,14.801122477803899,14.498881808734549,14.753858594590358,101518380
2011-10-26,14.584951400756836,14.681220621381806,14.25037199089879,14.665549416901777,114809076
2011-10-27,14.892417907714844,14.992667737275829,14.758833943337283,14.886198152331868,151060788
2011-10-28,14.928984642028809,14.982715703140883,14.78246537839748,14.7891818795351,100219680
2011-10-31,14.742415428161621,14.917790533110633,14.718286266357554,14.803361635382128,102209688
2011-11-01,14.394403457641602,14.565050947185142,14.347138624945297,14.430473488915654,124878996
2011-11-02,14.547886848449707,14.625997346372909,14.439927022305378,14.549877625254876,84751164
2011-11-03,14.863312721252441,14.863312721252441,14.520524642214077,14.60211710664183,106685208
2011-11-04,14.82948112487793,14.919034796540977,14.73719250510869,14.763809190716186,113278608
2011-11-07,15.132716178894043,15.14391097959505,14.732216472182492,14.759330850169638,134161704
2011-11-08,15.23246955871582,15.282967979442084,15.01505494037075,15.149384019544208,121054824
2011-11-09,14.949134826660156,15.159086892371278,14.892168273329414,15.031474304837754,148291560
2011-11-10,14.803112030029297,15.073511625136513,14.715549145385868,15.073013930998586,114621264
2011-11-11,15.133214950561523,15.226250580182965,14.890675785123095,14.957840797948437,158920920
2011-11-14,15.24888801574707,15.37525778993661,15.119037226045322,15.124509018402748,127420452
2011-11-15,15.337445259094238,15.375256744737337,15.18669795868822,15.243911933341431,106932960
2011-11-16,15.21082592010498,15.380728271008637,15.189433604061975,15.226000377381434,104235660
2011-11-17,14.9471435546875,15.231225486647459,14.845400648045475,15.175503648217347,139592268
